customer_key,customer_number,customer_name,customer_age,age_group,customer_segment,total_order,recency,avg_order_value,avg_monthly_spen,total_product,total_sales,total_quantity,lifespan
2824,AW00013823,Margaret Zheng,52,above_50,VIP,5,141,1078,269.6500000000000000,5,5393,5,20
2541,AW00013540,Paula Ortega,48,40_49,VIP,9,144,725,225.1034482758620690,9,6528,9,29
17091,AW00028090,Edward Walker,40,40_49,New,2,148,20,40,2,40,2,0
1772,AW00012771,Morgan Thomas,58,above_50,VIP,3,144,1969,310.9473684210526316,3,5908,3,19
12130,AW00023129,Misty Ashe,60,above_50,New,1,147,5,5,1,5,1,0
5930,AW00016929,Savannah Scott,73,above_50,Regular,3,145,1577,169.0357142857142857,3,4733,3,28
5770,AW00016769,Tyler Walker,48,40_49,New,1,142,5,5,1,5,1,0
3679,AW00014678,Shannon Zheng,53,above_50,New,5,139,33,16.8000000000000000,5,168,5,10
7015,AW00018014,Wayne Xu,55,above_50,New,2,148,47,94,2,94,2,0
2547,AW00013546,Mitchell Jai,49,40_49,VIP,4,140,1479,174.0588235294117647,4,5918,4,34
13709,AW00024708,Corey Chander,42,40_49,New,2,141,1209,2419,2,2419,2,0
5532,AW00016531,Lacey Gao,76,above_50,Regular,6,140,548,173.2105263157894737,6,3291,6,19
4488,AW00015487,Jesse Ramirez,50,above_50,New,3,149,30,90,3,90,3,0
6294,AW00017293,Alexandra Allen,53,above_50,Regular,3,142,1472,147.2333333333333333,3,4417,3,30
17140,AW00028139,Carrie Gutierrez,61,above_50,New,3,143,42,127,3,127,3,0
12017,AW00023016,Victoria Powell,49,40_49,New,2,144,280,561,2,561,2,0
17484,AW00028483,Tara Raje,43,40_49,New,4,147,191,765,4,765,4,0
312,AW00011311,Gabrielle Lopez,66,above_50,New,4,143,19,19.2500000000000000,4,77,4,4
15293,AW00026292,Marty Simpson,48,40_49,Regular,5,144,891,262.1176470588235294,5,4456,5,17
17494,AW00028493,Morgan Wilson,58,above_50,New,6,144,135,814,6,814,6,0
13825,AW00024824,Alexandria Wood,54,above_50,New,1,163,2182,2182,1,2182,1,0
4085,AW00015084,Adrienne Serrano,44,40_49,VIP,7,144,1000,388.8888888888888889,7,7000,7,18
17313,AW00028312,Joy Jimenez,57,above_50,New,2,147,287,575,2,575,2,0
16739,AW00027738,Kaylee Parker,41,40_49,New,2,143,39,79,2,79,2,0
18202,AW00029201,Kara Jai,57,above_50,Regular,4,145,1083,188.4347826086956522,4,4334,4,23
9701,AW00020700,Marcus Scott,55,above_50,New,6,144,207,1243,6,1243,6,0
13450,AW00024449,Melanie Simmons,70,above_50,New,3,147,13,39,3,39,3,0
17661,AW00028660,Justin Anderson,48,40_49,New,1,171,3578,3578,1,3578,1,0
16731,AW00027730,Isabella Cox,41,40_49,New,1,147,4,4,1,4,1,0
16729,AW00027728,Colleen Deng,82,above_50,New,2,141,34,68,2,68,2,0
15984,AW00026983,Adriana Vance,46,40_49,New,3,139,581,1745,3,1745,3,0
13957,AW00024956,Ariana Ward,74,above_50,New,2,145,375,751,2,751,2,0
8407,AW00019406,Brooke Travers,53,above_50,New,4,149,297,1188,4,1188,4,0
6601,AW00017600,Timothy Brooks,53,above_50,New,3,144,591,1775,3,1775,3,0
13490,AW00024489,Shelby Murphy,43,40_49,New,1,148,5,5,1,5,1,0
16660,AW00027659,Jesse Lopez,83,above_50,New,2,150,37,75,2,75,2,0
17015,AW00028014,Rachel Robinson,75,above_50,New,1,174,3578,3578,1,3578,1,0
10960,AW00021959,Jimmy Dominguez,50,above_50,Regular,5,141,940,247.5263157894736842,5,4703,5,19
16663,AW00027662,Bianca Zheng,59,above_50,VIP,3,141,1999,181.7272727272727273,3,5997,3,33
10469,AW00021468,Ethan Yang,73,above_50,New,2,143,32,65,2,65,2,0
15793,AW00026792,Casey Torres,42,40_49,New,3,148,61,184,3,184,3,0
8516,AW00019515,Nancy Garcia,39,30_39,New,2,148,3,6,2,6,2,0
2343,AW00013342,Brandon Jackson,77,above_50,New,3,141,10,32,3,32,3,0
354,AW00011353,Carrie Ortega,78,above_50,VIP,6,144,1346,323.1200000000000000,6,8078,6,25
16291,AW00027290,Marcus Evans,48,40_49,New,1,144,29,29,1,29,1,0
2044,AW00013043,Brenda Madan,67,above_50,New,6,143,29,35.2000000000000000,6,176,6,5
15988,AW00026987,Roy Lopez,40,40_49,New,2,149,577,1155,2,1155,2,0
17410,AW00028409,Bonnie Rai,42,40_49,New,1,150,29,29,1,29,1,0
5992,AW00016991,Brianna Henderson,55,above_50,New,2,149,20,40,2,40,2,0
6524,AW00017523,Jordan West,42,40_49,New,1,139,5,5,1,5,1,0
4366,AW00015365,Victoria Gray,48,40_49,Regular,6,144,523,224.4285714285714286,6,3142,6,14
18355,AW00029354,Isaiah Edwards,54,above_50,New,1,168,3578,3578,1,3578,1,0
18259,AW00029258,Makayla James,64,above_50,Regular,3,142,1443,173.1600000000000000,3,4329,3,25
16758,AW00027757,Bobby Van,54,above_50,New,3,148,44,133,3,133,3,0
16848,AW00027847,Kristina Rana,62,above_50,New,2,146,11,23,2,23,2,0
3690,AW00014689,Lloyd Saunders,39,30_39,New,1,139,5,5,1,5,1,0
15515,AW00026514,Cameron Powell,69,above_50,New,2,146,15,30,2,30,2,0
13109,AW00024108,Tonya Lal,43,40_49,New,1,147,4,4,1,4,1,0
9583,AW00020582,Desiree Bradley,67,above_50,New,5,144,28,142,5,142,5,0
8548,AW00019547,Lauren Patterson,51,above_50,New,3,149,393,1179,3,1179,3,0
9775,AW00020774,Anthony Miller,56,above_50,New,3,142,7,23,3,23,3,0
13738,AW00024737,Angela Bailey,65,above_50,New,4,148,11,47,4,47,4,0
11629,AW00022628,Marshall Lu,51,above_50,New,4,146,140,563,4,563,4,0
5646,AW00016645,Chelsea Subram,77,above_50,New,3,142,785,2357,3,2357,3,0
3427,AW00014426,Madison Hughes,57,above_50,VIP,6,146,1386,415.9500000000000000,6,8319,6,20
7574,AW00018573,Andrea Phillips,53,above_50,New,5,145,16,83.0000000000000000,5,83,5,1
1881,AW00012880,Luis Hayes,46,40_49,New,8,142,25,40.0000000000000000,8,200,8,5
1739,AW00012738,Melinda Rubio,46,40_49,New,7,147,708,826.0000000000000000,7,4956,7,6
10966,AW00021965,Bethany Raheem,53,above_50,New,4,141,24,99,4,99,4,0
8865,AW00019864,Isaiah Brooks,71,above_50,New,1,145,70,70,1,70,1,0
9316,AW00020315,Devin Ramirez,41,40_49,New,3,146,44,133,3,133,3,0
9211,AW00020210,Stephanie Powell,61,above_50,New,2,150,1239,2478,2,2478,2,0
17682,AW00028681,Victoria Johnson,53,above_50,New,1,141,25,25,1,25,1,0
14056,AW00025055,Erik Navarro,62,above_50,New,2,143,3,7,2,7,2,0
17504,AW00028503,Jay Sanz,54,above_50,New,4,140,144,578,4,578,4,0
5126,AW00016125,Victoria Watson,58,above_50,New,4,140,147,589,4,589,4,0
15922,AW00026921,Cynthia Weber,40,40_49,Regular,4,140,334,95.5000000000000000,4,1337,4,14
4234,AW00015233,Tammy Rodriguez,53,above_50,New,2,143,30,30.0000000000000000,2,60,2,2
14273,AW00025272,Edwin Xu,76,above_50,Regular,3,144,624,64.5862068965517241,3,1873,3,29
17139,AW00028138,Marvin Ramos,61,above_50,New,2,138,3,7,2,7,2,0
14817,AW00025816,Teresa Navarro,44,40_49,New,2,144,3,7,2,7,2,0
14376,AW00025375,Carson Flores,47,40_49,New,1,139,33,33,1,33,1,0
18040,AW00029039,Xavier Hayes,39,30_39,New,1,141,5,5,1,5,1,0
18162,AW00029161,Thomas Martinez,60,above_50,New,2,141,19,39,2,39,2,0
15336,AW00026335,April Pal,53,above_50,New,4,148,22,89,4,89,4,0
9721,AW00020720,Regina Subram,47,40_49,Regular,3,146,646,161.5000000000000000,3,1938,3,12
1027,AW00012026,Lucas Flores,41,40_49,VIP,5,146,1195,332.0555555555555556,5,5977,5,18
585,AW00011584,Devin Carter,54,above_50,New,1,143,9,9,1,9,1,0
9865,AW00020864,Grace Howard,50,above_50,Regular,3,143,1078,215.6000000000000000,3,3234,3,15
6871,AW00017870,Melissa Price,47,40_49,New,1,143,1701,1701,1,1701,1,0
9050,AW00020049,Colleen Chavez,48,40_49,Regular,3,144,1050,105.0000000000000000,3,3150,3,30
15306,AW00026305,Julia Rogers,44,40_49,Regular,3,140,1091,155.8571428571428571,3,3273,3,21
14689,AW00025688,Patrick Morris,58,above_50,New,3,143,23,69,3,69,3,0
6608,AW00017607,Frederick Gonzalez,49,40_49,New,2,143,27,55,2,55,2,0
13588,AW00024587,Suzanne Sun,44,40_49,New,2,140,1941,353.0000000000000000,2,3883,2,11
4078,AW00015077,Dominique Lopez,50,above_50,VIP,7,140,953,238.3214285714285714,7,6673,7,28
9814,AW00020813,Michael Rothkugel,40,40_49,New,3,139,21,64,3,64,3,0
9974,AW00020973,April Andersen,76,above_50,New,3,143,64,194,3,194,3,0
5795,AW00016794,Taylor Cook,72,above_50,New,3,151,595,1786,3,1786,3,0
17908,AW00028907,Blake Jenkins,69,above_50,New,2,143,11,23,2,23,2,0
8802,AW00019801,John Lee,39,30_39,New,9,143,21,96.5000000000000000,9,193,9,2
5736,AW00016735,Melissa Hayes,42,40_49,New,2,144,29,59,2,59,2,0
4888,AW00015887,Deanna Vazquez,73,above_50,New,2,139,20,40,2,40,2,0
18039,AW00029038,Vanessa Hughes,53,above_50,New,2,140,3,6,2,6,2,0
9863,AW00020862,Marshall Sutton,44,40_49,Regular,4,145,810,231.4285714285714286,4,3240,4,14
11969,AW00022968,Logan Perez,44,40_49,New,2,146,16,32,2,32,2,0
12001,AW00023000,Victoria Henderson,52,above_50,New,4,139,23,94,4,94,4,0
15823,AW00026822,Cindy Gonzalez,53,above_50,New,5,140,488,2442,5,2442,5,0
1059,AW00012058,Chloe Nelson,76,above_50,VIP,4,150,1484,424.0000000000000000,4,5936,4,14
8019,AW00019018,Nicole Gray,62,above_50,New,2,145,67,134,2,134,2,0
5784,AW00016783,Grace Barnes,73,above_50,New,3,141,819,2457,3,2457,3,0
13052,AW00024051,Colleen Nath,51,above_50,New,2,145,585,1170,2,1170,2,0
10330,AW00021329,Wyatt Brown,60,above_50,New,3,142,393,1179,3,1179,3,0
13767,AW00024766,Christian White,46,40_49,New,3,144,24,72,3,72,3,0
5329,AW00016328,Maurice Rai,47,40_49,Regular,3,143,1000,157.9473684210526316,3,3001,3,19
10164,AW00021163,William Williams,50,above_50,New,3,138,24,73,3,73,3,0
73,AW00011072,Casey Luo,65,above_50,VIP,7,146,1170,315.1538461538461538,7,8194,7,26
2195,AW00013194,Kevin Carter,76,above_50,New,2,143,28,57,2,57,2,0
4070,AW00015069,Noah Lal,49,40_49,New,4,149,18,72,4,72,4,0
10652,AW00021651,Sean Cooper,56,above_50,New,4,149,152,609,4,609,4,0
14709,AW00025708,Misty Sharma,41,40_49,Regular,4,140,313,43.2068965517241379,4,1253,4,29
705,AW00011704,Evan Hernandez,51,above_50,New,3,145,31,94,3,94,3,0
10082,AW00021081,Xavier Smith,55,above_50,New,1,140,21,21,1,21,1,0
9743,AW00020742,Isabella Stewart,61,above_50,New,3,142,43,129,3,129,3,0
17272,AW00028271,Sean Gonzalez,64,above_50,New,1,172,3578,3578,1,3578,1,0
16313,AW00027312,Sandra Sun,75,above_50,New,2,142,17,34,2,34,2,0
8600,AW00019599,Alvin Jai,53,above_50,VIP,2,146,2639,239.9545454545454545,2,5279,2,22
2848,AW00013847,Kurt Tang,44,40_49,VIP,4,143,1472,203.0344827586206897,4,5888,4,29
13727,AW00024726,Marissa Hughes,44,40_49,New,3,143,24,72,3,72,3,0
11915,AW00022914,Faith Gray,53,above_50,New,2,148,30,60,2,60,2,0
17771,AW00028770,Sebastian James,53,above_50,Regular,3,150,1451,207.3809523809523810,3,4355,3,21
4250,AW00015249,Abigail Anderson,40,40_49,New,2,143,23,46,2,46,2,0
18071,AW00029070,Arianna Simmons,41,40_49,New,1,169,3578,3578,1,3578,1,0
11959,AW00022958,Brandy Fernandez,59,above_50,Regular,5,140,841,233.7777777777777778,5,4208,5,18
4248,AW00015247,Catherine Stewart,44,40_49,New,2,147,3,7,2,7,2,0
4609,AW00015608,Faith James,41,40_49,New,2,143,20,40,2,40,2,0
2660,AW00013659,Clayton Shan,78,above_50,New,3,146,22,66,3,66,3,0
7410,AW00018409,Olivia Washington,64,above_50,New,3,142,576,1728,3,1728,3,0
15651,AW00026650,Kevin Collins,61,above_50,Regular,2,143,2227,297.0000000000000000,2,4455,2,15
16319,AW00027318,James Bryant,59,above_50,New,3,139,14,43,3,43,3,0
9643,AW00020642,Patricia Prasad,57,above_50,New,2,142,1226,2452,2,2452,2,0
2715,AW00013714,Amanda Ward,66,above_50,Regular,5,144,606,216.6428571428571429,5,3033,5,14
13580,AW00024579,Trevor Alexander,72,above_50,New,2,140,19,39,2,39,2,0
12029,AW00023028,Anna Taylor,58,above_50,New,4,143,150,600,4,600,4,0
7586,AW00018585,Katherine Blue,50,above_50,New,2,141,39,79,2,79,2,0
10507,AW00021506,Randall Gutierrez,56,above_50,New,4,140,592,2370,4,2370,4,0
4325,AW00015324,Renee Serrano,71,above_50,New,5,140,10,51,5,51,5,0
8904,AW00019903,Marcus Nelson,63,above_50,New,6,141,529,288.9090909090909091,6,3178,6,11
1446,AW00012445,Cameron Taylor,62,above_50,New,1,144,22,22,1,22,1,0
18197,AW00029196,Darren Serrano,54,above_50,New,2,148,1219,2438,2,2438,2,0
5982,AW00016981,Hunter Simmons,50,above_50,New,4,141,579,2318,4,2318,4,0
122,AW00011121,Orlando Suarez,59,above_50,New,6,141,9,14.5000000000000000,6,58,6,4
2029,AW00013028,Dalton Thompson,42,40_49,New,3,140,16,49,3,49,3,0
11975,AW00022974,Erika Vazquez,82,above_50,New,2,149,3,7,2,7,2,0
2905,AW00013904,Natalie Thompson,45,40_49,New,2,145,2251,562.7500000000000000,2,4502,2,8
14523,AW00025522,Casey Anand,43,40_49,New,4,141,157,629,4,629,4,0
2829,AW00013828,Jessie Travers,42,40_49,New,3,141,55,166,3,166,3,0
13168,AW00024167,Lacey Zhu,42,40_49,New,2,143,1491,271.1818181818181818,2,2983,2,11
9485,AW00020484,Gabriella Morgan,78,above_50,New,4,145,287,1151,4,1151,4,0
9329,AW00020328,Sierra Carter,45,40_49,New,2,144,60,120,2,120,2,0
14157,AW00025156,Catherine Peterson,54,above_50,New,2,150,18,37,2,37,2,0
13708,AW00024707,Shaun Pal,47,40_49,New,2,142,1196,2393,2,2393,2,0
2207,AW00013206,Emily Flores,69,above_50,New,11,143,14,27.1666666666666667,11,163,11,6
9044,AW00020043,Brent Zheng,47,40_49,New,2,139,16,32,2,32,2,0
5181,AW00016180,Kyle Perez,49,40_49,New,5,140,877,398.7272727272727273,5,4386,5,11
11287,AW00022286,Gabriel Hughes,50,above_50,New,2,147,17,35,2,35,2,0
15677,AW00026676,Emily Jenkins,62,above_50,Regular,4,139,701,155.8333333333333333,4,2805,4,18
2849,AW00013848,Melissa Blue,42,40_49,New,4,150,15,61,4,61,4,0
7097,AW00018096,Ariana Kelly,70,above_50,New,2,143,868,1736,2,1736,2,0
3481,AW00014480,Jackson Gonzalez,54,above_50,New,7,141,27,97.5000000000000000,7,195,7,2
398,AW00011397,Latoya Shan,50,above_50,New,3,145,12,38,3,38,3,0
17033,AW00028032,Grace Coleman,72,above_50,New,3,150,25,75,3,75,3,0
2036,AW00013035,Kristy Torres,69,above_50,Regular,5,140,527,138.8421052631578947,5,2638,5,19
10372,AW00021371,Ann Patel,70,above_50,New,2,145,3,7,2,7,2,0
3921,AW00014920,Jason Hill,55,above_50,New,1,148,5,5,1,5,1,0
17102,AW00028101,Timothy Bell,42,40_49,New,2,150,39,79,2,79,2,0
14682,AW00025681,Melinda Serrano,44,40_49,New,3,149,799,2398,3,2398,3,0
5807,AW00016806,Louis Zhao,69,above_50,New,2,140,27,55,2,55,2,0
13866,AW00024865,Ashley Griffin,56,above_50,New,2,144,1239,2478,2,2478,2,0
2691,AW00013690,Claudia Gao,48,40_49,VIP,6,141,1193,223.8125000000000000,6,7162,6,32
5630,AW00016629,Rosa Zheng,47,40_49,VIP,3,140,1977,169.5142857142857143,3,5933,3,35
4572,AW00015571,Angel Allen,50,above_50,New,5,142,20,12.7500000000000000,5,102,5,8
17719,AW00028718,Cassandra Raman,54,above_50,New,3,143,22,68,3,68,3,0
18145,AW00029144,Brandon Zhang,58,above_50,New,1,168,3578,3578,1,3578,1,0
7004,AW00018003,Edwin Chande,86,above_50,New,3,138,21,64,3,64,3,0
16734,AW00027733,Ronald Subram,81,above_50,New,3,140,52,157,3,157,3,0
6222,AW00017221,Ricky Navarro,70,above_50,New,13,144,560,662.9090909090909091,13,7292,13,11
8218,AW00019217,Jose Nelson,52,above_50,New,8,140,23,20.5555555555555556,8,185,8,9
11631,AW00022630,Roger Wu,45,40_49,New,3,151,388,1164,3,1164,3,0
171,AW00011170,Carol Howard,52,above_50,New,7,139,22,39.2500000000000000,7,157,7,4
3161,AW00014160,Brittney Hu,50,above_50,VIP,8,142,834,267.1600000000000000,8,6679,8,25
10599,AW00021598,Chloe Perez,44,40_49,New,1,141,1120,1120,1,1120,1,0
685,AW00011684,Devin Parker,54,above_50,New,3,140,31,18.8000000000000000,3,94,3,5
2596,AW00013595,Cole Stewart,68,above_50,VIP,9,144,1043,494.2631578947368421,9,9391,9,19
15235,AW00026234,Antonio Perry,44,40_49,Regular,3,141,1097,156.8095238095238095,3,3293,3,21
3850,AW00014849,Dwayne Martin,44,40_49,New,2,148,28,57,2,57,2,0
716,AW00011715,Chloe Robinson,57,above_50,New,4,139,36,144,4,144,4,0
15228,AW00026227,Joe Gutierrez,48,40_49,New,2,141,855,1710,2,1710,2,0
7626,AW00018625,Derrick Moreno,47,40_49,New,5,142,550,250.3636363636363636,5,2754,5,11
8230,AW00019229,David Robinson,61,above_50,New,2,141,62,124,2,124,2,0
13577,AW00024576,Jake Hu,70,above_50,New,3,145,30,90,3,90,3,0
5848,AW00016847,Eduardo Hall,45,40_49,New,5,141,38,38.0000000000000000,5,190,5,5
374,AW00011373,Carly Luo,70,above_50,New,3,143,12,38,3,38,3,0
6771,AW00017770,Grant Xie,62,above_50,New,4,146,678,339.3750000000000000,4,2715,4,8
10954,AW00021953,Marvin Vazquez,52,above_50,New,1,148,35,35,1,35,1,0
3226,AW00014225,Alisha Chen,47,40_49,New,5,143,1120,509.4545454545454545,5,5604,5,11
7363,AW00018362,Erin Howard,41,40_49,New,5,140,345,1725,5,1725,5,0
6302,AW00017301,Nicolas Raji,55,above_50,New,2,140,37,37.5000000000000000,2,75,2,2
15429,AW00026428,Colin Ma,43,40_49,New,1,143,70,70,1,70,1,0
2449,AW00013448,Catherine Ward,57,above_50,New,1,146,22,22,1,22,1,0
15581,AW00026580,Paige Ramirez,45,40_49,New,3,139,23,69,3,69,3,0
11677,AW00022676,Stefanie Jordan,49,40_49,New,1,150,29,29,1,29,1,0
8382,AW00019381,Brandi Romero,45,40_49,New,3,150,651,488.2500000000000000,3,1953,3,4
4288,AW00015287,Stephanie Baker,46,40_49,Regular,5,141,336,84.0500000000000000,5,1681,5,20
14234,AW00025233,Nathaniel Ward,60,above_50,New,2,145,3,7,2,7,2,0
1151,AW00012150,Logan Wang,50,above_50,New,2,143,21,43,2,43,2,0
15540,AW00026539,Faith Hayes,51,above_50,Regular,5,143,893,297.9333333333333333,5,4469,5,15
2259,AW00013258,Anne Dominguez,62,above_50,VIP,10,140,888,253.8857142857142857,10,8886,10,35
11390,AW00022389,Edwin Luo,62,above_50,New,2,139,20,40,2,40,2,0
9262,AW00020261,Mariah Rivera,57,above_50,VIP,3,144,1771,265.7000000000000000,3,5314,3,20
10133,AW00021132,Jeffery Hu,45,40_49,New,1,146,21,21,1,21,1,0
4083,AW00015082,Kelvin Lal,50,above_50,New,8,146,883,642.6363636363636364,8,7069,8,11
11411,AW00022410,Cassandra Arthur,41,40_49,Regular,2,145,1491,229.4615384615384615,2,2983,2,13
4880,AW00015879,Tyler Wilson,74,above_50,New,6,144,32,49.2500000000000000,6,197,6,4
4475,AW00015474,Cameron Lal,50,above_50,Regular,4,140,419,98.5882352941176471,4,1676,4,17
15919,AW00026918,Krista Hernandez,43,40_49,Regular,6,140,233,107.6923076923076923,6,1400,6,13
14407,AW00025406,Casey Andersen,51,above_50,New,4,146,608,2433,4,2433,4,0
4642,AW00015641,Marco Sara,41,40_49,New,5,147,19,96,5,96,5,0
7604,AW00018603,Gabrielle Henderson,50,above_50,New,3,148,401,1205,3,1205,3,0
13874,AW00024873,Alisha Li,69,above_50,New,2,140,274,549,2,549,2,0
8699,AW00019698,Stephanie Barnes,57,above_50,New,4,146,181,726,4,726,4,0
12946,AW00023945,Nicolas Black,41,40_49,New,1,142,5,5,1,5,1,0
9866,AW00020865,Luis Ross,97,above_50,New,2,144,17,35,2,35,2,0
5729,AW00016728,Cole Morris,40,40_49,New,1,146,2443,2443,1,2443,1,0
3859,AW00014858,Louis Zhu,68,above_50,New,4,141,49,28.1428571428571429,4,197,4,7
6436,AW00017435,Edward Mitchell,58,above_50,New,3,142,22,68,3,68,3,0
5474,AW00016473,Dawn Andersen,46,40_49,New,1,142,25,25,1,25,1,0
9948,AW00020947,Marie Alvarez,43,40_49,New,3,138,12,37,3,37,3,0
7600,AW00018599,Kyle Simmons,55,above_50,New,2,147,39,79,2,79,2,0
13830,AW00024829,Ethan Patterson,54,above_50,New,2,150,17,35,2,35,2,0
4277,AW00015276,Megan Hall,40,40_49,New,4,151,336,122.3636363636363636,4,1346,4,11
14069,AW00025068,Robert Shan,55,above_50,New,1,142,33,33,1,33,1,0
198,AW00011197,Andrea Morris,73,above_50,New,6,145,34,103.5000000000000000,6,207,6,2
10560,AW00021559,Pedro Malhotra,46,40_49,Regular,4,143,1225,257.8947368421052632,4,4900,4,19
6331,AW00017330,Latoya Becker,52,above_50,New,2,143,15,10.3333333333333333,2,31,2,3
11941,AW00022940,Briana Ashe,53,above_50,New,4,151,1051,601.0000000000000000,4,4207,4,7
5424,AW00016423,Sergio Madan,86,above_50,New,3,142,28,84,3,84,3,0
3494,AW00014493,Sara Parker,66,above_50,New,4,140,13,55,4,55,4,0
9627,AW00020626,Jarrod Sara,43,40_49,VIP,4,144,1509,301.9000000000000000,4,6038,4,20
9632,AW00020631,Gerald Dominguez,49,40_49,New,4,145,18,72,4,72,4,0
10378,AW00021377,Allison Bailey,70,above_50,New,1,146,70,70,1,70,1,0
1966,AW00012965,Cody Bell,58,above_50,New,2,150,28,57,2,57,2,0
9634,AW00020633,Luke Collins,56,above_50,New,3,142,23,69,3,69,3,0
1947,AW00012946,Seth Allen,54,above_50,New,3,143,27,81,3,81,3,0
4408,AW00015407,Julia Lee,60,above_50,New,2,141,20,40,2,40,2,0
13464,AW00024463,Kristen Zheng,89,above_50,New,3,141,1306,391.8000000000000000,3,3918,3,10
16183,AW00027182,Jarrod Srini,49,40_49,New,2,145,587,1174,2,1174,2,0
9453,AW00020452,Kelli Xie,51,above_50,VIP,6,145,1026,324.0526315789473684,6,6157,6,19
3232,AW00014231,Kari Sai,47,40_49,New,3,144,28,16.8000000000000000,3,84,3,5
837,AW00011836,Garrett Travers,54,above_50,New,2,148,35,70,2,70,2,0
14573,AW00025572,Allen Gonzalez,76,above_50,New,4,140,292,1169,4,1169,4,0
4333,AW00015332,Jason Sharma,65,above_50,New,2,140,20,40,2,40,2,0
3914,AW00014913,Chloe Roberts,56,above_50,Regular,5,142,306,69.6818181818181818,5,1533,5,22
11481,AW00022480,Abby Gonzalez,53,above_50,New,5,145,123,617,5,617,5,0
11017,AW00022016,Terrence Andersen,39,30_39,New,2,139,287,575,2,575,2,0
17462,AW00028461,Joe Dominguez,56,above_50,New,2,141,17,34,2,34,2,0
14782,AW00025781,Alejandro Xie,76,above_50,New,2,144,20,40,2,40,2,0
4976,AW00015975,Gabrielle Collins,53,above_50,New,3,143,55,166,3,166,3,0
8199,AW00019198,Melissa Brooks,39,30_39,New,2,151,577,1155,2,1155,2,0
12006,AW00023005,Luke Sharma,40,40_49,New,2,148,16,32,2,32,2,0
9944,AW00020943,Brett Rana,44,40_49,New,3,142,12,37,3,37,3,0
13929,AW00024928,Timothy Wright,71,above_50,New,2,148,13,27,2,27,2,0
4364,AW00015363,Justin Yang,54,above_50,New,4,142,1179,1573.0000000000000000,4,4719,4,3
460,AW00011459,Tasha Deng,47,40_49,VIP,5,146,1628,370.0454545454545455,5,8141,5,22
12040,AW00023039,Wyatt Scott,64,above_50,New,2,147,280,561,2,561,2,0
16028,AW00027027,Jennifer White,64,above_50,New,1,162,783,783,1,783,1,0
1343,AW00012342,Morgan Young,44,40_49,VIP,7,143,976,341.9000000000000000,7,6838,7,20
9780,AW00020779,Maria Russell,55,above_50,New,2,150,7,15,2,15,2,0
9285,AW00020284,Deanna Ashe,76,above_50,VIP,5,143,1065,253.7142857142857143,5,5328,5,21
8168,AW00019167,Caitlin Morgan,45,40_49,New,1,151,1120,1120,1,1120,1,0
18149,AW00029148,Gabriella Murphy,58,above_50,New,1,169,3578,3578,1,3578,1,0
4007,AW00015006,Grace Jackson,41,40_49,Regular,2,145,1497,157.5789473684210526,2,2994,2,19
8417,AW00019416,Caitlin Morris,60,above_50,New,3,151,1158,579.3333333333333333,3,3476,3,6
15113,AW00026112,Luke Perry,66,above_50,VIP,3,144,1931,289.7000000000000000,3,5794,3,20
12624,AW00023623,Jocelyn Griffin,63,above_50,New,1,150,4,4,1,4,1,0
1263,AW00012262,Morgan Sanchez,59,above_50,New,5,148,23,119,5,119,5,0
14516,AW00025515,Tara Deng,43,40_49,New,2,141,20,40,2,40,2,0
11978,AW00022977,Ian Patterson,41,40_49,New,3,146,23,70,3,70,3,0
3087,AW00014086,Maurice Chander,74,above_50,New,6,139,11,35.0000000000000000,6,70,6,2
7578,AW00018577,Isabelle Winston,53,above_50,New,1,149,70,70,1,70,1,0
893,AW00011892,Julio Ortega,50,above_50,VIP,5,145,1623,369.0454545454545455,5,8119,5,22
10368,AW00021367,Cindy Rana,71,above_50,New,2,150,3,7,2,7,2,0
2947,AW00013946,Jason Powell,60,above_50,New,1,139,22,22,1,22,1,0
9302,AW00020301,Gloria Bradley,45,40_49,New,1,147,70,70,1,70,1,0
9252,AW00020251,Luis Li,60,above_50,New,3,148,19,59,3,59,3,0
7789,AW00018788,Madison Thompson,51,above_50,New,3,141,784,2352,3,2352,3,0
12373,AW00023372,Jack Diaz,56,above_50,New,3,143,184,554,3,554,3,0
14259,AW00025258,Micheal Vazquez,39,30_39,New,2,144,24,49,2,49,2,0
10075,AW00021074,Diane Carlson,49,40_49,New,3,145,14,44,3,44,3,0
18322,AW00029321,Roger Zheng,59,above_50,New,3,146,16,50,3,50,3,0
17456,AW00028455,Raymond Sara,53,above_50,New,3,147,14,43,3,43,3,0
8039,AW00019038,Joe Patel,65,above_50,Regular,5,142,663,255.2307692307692308,5,3318,5,13
6734,AW00017733,Alberto Gill,40,40_49,Regular,4,145,1189,176.1851851851851852,4,4757,4,27
1096,AW00012095,Austin Griffin,71,above_50,New,4,144,14,19.0000000000000000,4,57,4,3
1175,AW00012174,Charles Phillips,58,above_50,VIP,2,149,2936,391.5333333333333333,2,5873,2,15
17375,AW00028374,Ruben Vance,54,above_50,New,3,149,23,69,3,69,3,0
7636,AW00018635,Toni Martinez,48,40_49,New,2,150,81,163,2,163,2,0
4547,AW00015546,Robert Jenkins,58,above_50,New,2,140,20,40,2,40,2,0
14427,AW00025426,Tristan Foster,53,above_50,New,2,146,1209,2419,2,2419,2,0
5009,AW00016008,Morgan Allen,80,above_50,New,1,139,5,5,1,5,1,0
15129,AW00026128,Samuel Phillips,65,above_50,New,3,145,23,69,3,69,3,0
